1;1
1;1
1;1
1;1
1;2
1;2
1;2
1;2
1;2
1;3
1;3
1;3
1;3
2;3
2;3
2;3
3;3
5;3
5;3
5;3
5;3
5;3
5;3
7;3
8;3
8;3
10;4
11;4
12;4
13;4
15;4
15;4
15;4
16;4
17;5
18;6
20;6
22;6
22;6
24;6
26;6
27;6
30;6
30;6
30;7
31;7
35;7
36;7
40;7
40;8
41;8
42;9
43;9
45;9
49;9
50;10
51;10
51;12
51;12
52;13
57;13
60;15
63;15
65;16
68;16
69;17
70;17
72;17
75;17
82;17
84;18
86;18
90;19
92;19
95;20
97;20
99;20
104;22
106;22
111;23
115;23
118;24
121;26
123;26
130;27
133;30
137;31
140;32
143;33
145;34
148;36
151;38
153;38
155;39
157;39
162;40
163;43
167;45
170;48
174;49
184;50
187;52
194;52
198;52
200;58
204;59
206;60
211;63
218;66
222;69
225;70
230;71
236;72
242;74
243;76
252;78
258;79
265;81
267;82
276;86
279;88
283;89
289;91
297;96
303;99
310;101
313;103
320;104
323;105
329;105
337;109
345;110
350;112
356;115
360;116
362;119
366;120
375;120
380;124
386;125
391;127
398;129
401;130
405;132
407;135
417;139
421;143
424;145
429;149
438;153
444;154
450;155
458;156
463;157
468;161
469;162
474;164
485;166
489;169
497;170
502;176
510;176
518;178
518;179
527;182
532;184
539;185
548;186
558;190
566;193
577;194
588;198
597;198
606;200
613;205
618;210
626;210
630;215
645;217
655;221
662;223
669;229
677;230
682;233
691;238
695;239
705;240
710;244
718;252
723;253
732;255
736;260
743;265
751;269
763;272
772;279
780;284
787;286
799;294
810;296
826;302
830;311
836;314
845;319
856;323
863;329
875;332
881;335
890;338
899;340
906;343
915;349
923;352
937;358
942;360
947;365
959;368
972;373
980;376
994;377
1004;381
1013;387
1023;395
1038;398
1044;400
1059;405
1065;407
1076;413
1088;418
1100;422
1104;429
1111;437
1123;438
1136;443
1147;446
1160;452
1175;459
1187;460
1196;461
1210;465
1227;468
1238;471
1250;475
1263;478
1271;484
1283;489
1297;494
1304;498
1315;506
1329;515
1342;522
1356;528
1369;531
1387;536
1401;540
1412;543
1424;546
1432;549
1440;552
1450;554
1463;557
1487;560
1498;562
1505;566
1511;569
1525;575
1535;581
1547;583
1554;586
1571;590
1587;602
1595;607
1607;614
1617;620
1627;624
1635;629
1648;632
1659;639
1675;646
1687;651
1701;659
1712;665
1729;668
1744;668
1753;671
1767;673
1780;678
1791;682
1795;686
1819;688
1833;692
1844;698
1859;702
1872;706
1881;708
1890;712
1902;713
1918;717
1929;722
1943;726
1954;732
1970;735
1981;741
1987;746
1996;750
2014;757
2029;760
2036;763
2048;772
2060;781
2078;784
2093;791
2110;795
2125;804
2139;807
2149;814
2161;822
2174;824
2183;829
2205;833
2221;844
2235;850
2249;854
2263;862
2279;867
2295;872
2308;882
2329;891
2342;898
2356;905
2367;910
2377;920
2396;924
2414;929
2430;938
2444;941
2456;953
2466;958
2475;970
2486;971
2504;978
2520;984
2530;990
2541;996
2558;1005
2570;1015
2586;1017
2602;1027
2617;1032
2628;1037
2643;1044
2659;1048
2676;1052
2695;1056
2706;1069
2721;1075
2735;1087
2752;1093
2768;1103
