0,0
0,8024086925547146
1,6096535922272488
2,4217630488890767
3,2387655688159462
4,060689815429921
4,887564610043386
5,719418932605132
6,5562819224482425
7,398182879040051
8,245151262733847
9,09721669552266
9,954408961794748
10,816758009091087
11,684293948864527
12,557047057240961
13,43504777578215
14,318326712250313
15,206914641374565
16,100842505619056
17,000141415952733
17,90484265262089
18,814977665918317
19,730578076964168
20,65167567847829
21,578302435559305
22,51049048646416
23,448272143389246
24,391679893253023
25,340746398480075
26,295504497786798
27,25598720696824
28,222227719686632
29,19425940826103
30,172115824458533
31,155830700286593
32,14543794878688
33,14097166482997
34,142466125911795
35,14995579295082
36,1634753110866
37,1830595104794
38,208743407110916
39,240562203586
40,27855128993551
41,322746244419946
42,37318283433429
43,42989701681349
44,492924939638925
45,5623029420458
46,63806755553115
47,720255504662624
48,80890370788821
49,90404927834617
51,00572952467611
52,11398195183027
53,22884426188546
54,35035435485563
55,47855032950457
56,61347048415936
57,75515331752397
58,903637529493245
60,05896202196712
61,221165899664975
62,3902884709404
63,5663692485958
64,74944795069722
65,93956450138911
67,13675903170916
68,34107188040281
69,5525435947379
70,77121493131888
71,99712685690095
73,23032054920373
74,47083739772457
75,71871900455164
76,9740071851762
78,23674396930458
79,50697160166938
80,78473254284016
82,07006947003318
83,36302527792066
84,66364307943871
85,9719662065949
87,2880382112742
88,61190286604447
89,94360416496036
91,28318632436628
92,6306937836979
93,9861712062825
95,34966348013776
96,72121571876906
98,1008732619653
99,48868167659323
100,88468675738955
102,28893452775166
103,70147124052663
105,12234337879778
106,55159765666946
107,98928102004992
109,43544064743159
110,8901239506694
112,35337857575645
113,82525240359767
115,30579355078025
116,79505037034237
118,29307145253816
119,79990562560081
121,31560195650225
122,8402097517098
124,37377855794014
125,91635816290956
127,46799859608163
129,02875012941064
130,59866327808234
132,17778880125067
133,76617770277093
135,3638812319291
136,9709508841677
138,5874384018068
140,21339577476175
141,8488752412565
143,49392928853226
145,14861065355225
146,8129723237016
148,4870675374825
150,1709497852051
151,86467280967287
153,56829060686368
155,28185742660503
157,00542777324463
158,73905640631546
160,4827983411951
162,2367088497599
164,00084346103324
165,77525796182758
167,56000839738118
169,35515107198842
171,16074254962356
172,97683965455877
174,80349947197524
176,64077934856758
178,48873689314152
180,3474299772053
182,21691673555287
184,0972555668408
185,98850513415772
187,89072436558556
189,80397245475427
191,7283088613881
193,66379331184373
195,61048579964103
197,5684465859851
199,53773620028002
201,51841544063404
203,51054537435627
205,5141873384442
207,5294029400626
209,55625405701286
211,59480283819315
213,6451117040492
215,7072433470151
217,7812607319448
219,86722709653287
221,96520595172572
224,07526108212213
226,1974565463631
228,33185667751195
230,478526083422
232,63752964709425
234,80893252702393
236,99280015753487
239,18919824910262
241,398192788666
243,6198500399264
245,85423654363487
248,10141911786712
250,3614648582853
252,6344411383879
254,92041560974621
257,2194562022274
259,53163112420475
261,85700886275396
264,1956581838359
266,54764813246516
268,91304803286465
271,2919274886058
273,6843563827335
276,0904048778779
278,51014341634874
280,9436427202169
283,39097379137877
285,8522079116052
288,32741664257554
290,8166718258947
293,32004558309325
295,8376103156127
298,3694387047724
300,9156037117198
303,476178577364
306,0512368222909
308,64085224666115
311,2450989300905
313,8640512315105
316,4977837890121
319,1463715196704
321,80988961934946
324,4884135624888
327,18201910187014
329,8907822683649
332,6147793706603
335,35408699496713
338,1087820047056
340,87894154017147
343,6646430181805
346,46596413169124
349,2829828494082
352,1157774153606
354,9644263484613
357,8290084420425
360,7096027633683
